Price,Date,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
47,2007-12-12,48.25365447998047,48.68851795867896,47.351718973007316,47.67383942107461,16342131
48,2007-12-13,47.448341369628906,48.9623088405813,47.271176915576575,48.31806810724617,14620172
49,2007-12-14,46.981258392333984,47.72213775146614,46.739668151776286,47.28727444465499,10991851
50,2007-12-17,44.146602630615234,47.512761830132135,43.486253332025846,47.25506294444971,19355678
51,2007-12-18,43.95332717895508,45.41897285497093,42.58431584919041,43.64731113409902,21607783
52,2007-12-19,43.14801788330078,45.75719277667254,42.77758047037956,45.37064672986357,19526912
53,2007-12-20,42.713172912597656,44.06608028512214,42.51989980666025,43.71174698574312,17105204
54,2007-12-24,44.01776123046875,44.71031915903163,43.00307855967319,43.35741184399567,16711519
55,2007-12-26,45.354557037353516,45.90216338477195,44.25934871155354,44.25934871155354,20930094
56,2007-12-27,45.676673889160156,46.932942295082704,45.2901277477825,46.288701638810984,44565277
57,2007-12-28,46.0310173034668,46.22429041689709,45.096864650059935,45.580045249116914,18354518
58,2007-12-31,46.369232177734375,46.643035333155034,45.80552159794222,46.38534081572183,11982308
59,2008-01-01,47.222835540771484,47.6576987270206,46.17594478859614,46.61080797484526,16687746
60,2008-01-02,46.96514892578125,47.57717659364721,46.2725911866425,47.22284340623976,13437280
61,2008-01-03,48.89787292480469,49.09114597871197,46.11153320216966,46.67524372746145,31815218
62,2008-01-04,48.64019012451172,50.250792012505094,48.31806974691304,49.60655125730774,28011310
63,2008-01-07,48.23754119873047,49.348853915645826,47.7221477042446,48.334175567492714,15858063
64,2008-01-08,46.594722747802734,48.96230828999292,46.031012112473505,48.28585465379043,13282666
65,2008-01-09,45.85383605957031,46.85240990132869,45.741093076478236,46.64303257217847,13113527
66,2008-01-10,44.75864791870117,47.35172021508439,44.452631737394896,46.0632383890172,18023003
67,2008-01-11,45.43509292602539,45.869956331664234,43.647322118185116,45.370667099620576,11629440
68,2008-01-14,46.127647399902344,46.61082795417134,44.79084874023222,45.51561957163571,10264240
69,2008-01-15,44.72641372680664,47.061785925821546,44.35597625180462,46.86851723906309,11558334
70,2008-01-16,43.808372497558594,44.77473346284136,42.6970600089053,44.4042959666236,14834065
71,2008-01-17,44.9841194152832,45.98269338084953,43.035288663170206,43.96943681068572,16169395
72,2008-01-18,42.89033508300781,44.66199693560547,42.51989320041714,44.613675389850734,13254156
73,2008-01-21,35.594303131103516,42.519889822960195,31.004086511284992,42.519889822960195,33202389
74,2008-01-22,32.018768310546875,33.822643012313684,25.431405887615878,32.08319193892749,58755707
75,2008-01-23,35.594303131103516,36.963314453912396,32.53416017423661,32.53416017423661,28425991
76,2008-01-24,35.674835205078125,38.20348066367992,33.98370347639391,37.5109228295499,29911930
77,2008-01-25,37.510921478271484,37.688085905375,35.99695423761144,37.36596558770575,12550722
78,2008-01-28,37.91358184814453,38.20348933649682,33.98371119125216,36.99553782749764,13601109
79,2008-01-29,37.285438537597656,38.55781564338187,36.72172793587699,38.01020931123851,7679877
80,2008-01-30,35.2238655090332,37.52702485163788,34.75678931193653,37.365964696644035,9016102
81,2008-01-31,32.92071533203125,35.69095182683089,32.53417126368032,35.59431526361343,41538563
82,2008-02-01,34.064247131347656,34.305837474562345,33.1784158728938,33.484429870728576,9089201
83,2008-02-04,35.81978988647461,36.23854676277483,34.70847515728744,34.70847515728744,12009385
84,2008-02-05,36.93110275268555,37.4142832353077,35.11112380861607,35.88421170700422,14593303
85,2008-02-06,36.60898208618164,37.04384539025366,34.56351937305477,35.91642427475251,12429218
86,2008-02-07,34.88563919067383,37.34986090415561,34.66015540771608,36.10969682111071,11300078
87,2008-02-08,33.98371124267578,35.40104014157198,33.35557470943069,35.111132652781016,13514197
88,2008-02-11,31.58390998840332,34.46688911318901,31.245683155295204,34.46688911318901,15133331
89,2008-02-12,31.020193099975586,32.743537646533824,30.762496412940962,32.53416031710967,10237627
90,2008-02-13,30.569223403930664,31.970445355575443,29.941089274950723,31.56779499282958,10395753
91,2008-02-14,33.24283981323242,33.58106673354384,31.245691211210403,31.245691211210403,12514003
92,2008-02-15,34.19308090209961,34.46688405647366,32.22814601481338,33.11397692252928,12080990
93,2008-02-18,33.99980545043945,34.966168557553,33.709898047468094,34.966168557553,6977153
94,2008-02-19,33.629371643066406,34.69236921090917,33.37167493199568,34.61183912523197,7226542
95,2008-02-20,32.791866302490234,33.32336631521387,32.42142868701654,33.30725985703698,5604999
96,2008-02-21,33.017333984375,33.58104441540946,32.61468367649324,33.323347781461585,3874365
97,2008-02-22,32.59858322143555,32.807960546226845,31.583902948285537,31.92212970600221,2691220
98,2008-02-25,32.872379302978516,33.275029625277895,32.08318510817529,32.98512226702947,6270186
99,2008-02-26,33.00123596191406,33.468310001419184,32.84017579763517,33.178402579524494,7139423
100,2008-02-27,34.9339599609375,36.65730250803886,33.48441839829154,33.48441839829154,43223132
101,2008-02-28,35.91642379760742,36.190226938684695,34.78900269708391,35.272183168736845,35763847
102,2008-02-29,35.401031494140625,36.39960537297625,34.8212166581904,35.690941096634,16477462
103,2008-03-03,33.91928482055664,35.04670839543948,33.532740780764136,33.854861178011014,10049153
104,2008-03-04,33.049564361572266,34.27362246270598,32.21205253360006,34.144775161331495,11485198
105,2008-03-05,33.66157913208008,33.82263927750595,32.24424854162155,33.21060941417681,8581053
106,2008-03-07,31.9382381439209,33.178402271149004,30.601437482119984,33.178402271149004,14251925
107,2008-03-10,31.824920654296875,32.05154727051849,29.995717443005883,31.986797122396617,11713659
108,2008-03-11,34.44731903076172,34.77107195488425,30.821286719707345,31.565916688717145,19665129
109,2008-03-12,33.57320022583008,35.61284491625282,33.24944717006745,35.38621821633716,12262350
110,2008-03-13,28.959707260131836,33.02280938015717,28.166512979008687,32.69905643311995,47000084
111,2008-03-14,30.95079231262207,31.080292626216927,29.170150924945492,29.76909261980973,35798540
112,2008-03-17,29.736719131469727,30.36803701297876,29.105401249960693,30.36803701297876,19211273
113,2008-03-18,29.995723724365234,30.578479570676336,29.202527108102313,29.68815661409647,12632937
114,2008-03-19,30.173789978027344,33.60557069209671,29.979537286691606,31.40404970451803,16449023
115,2008-03-24,30.465164184570312,31.306922846768927,29.801470108097234,31.306922846768927,11636914
116,2008-03-25,31.614484786987305,31.808735247715227,30.691787962861195,31.258355648933996,13232423
117,2008-03-26,31.42023277282715,32.18105313076761,31.080291715117784,31.40404468520473,11448313
118,2008-03-27,31.986804962158203,32.294372083402536,30.950795751518665,30.950795751518665,17425122
119,2008-03-28,32.05155563354492,32.294372594641466,31.209799097145705,32.13249388871354,11599511
120,2008-03-31,31.824920654296875,32.197237848280345,31.404041398119535,32.05154727051849,9914705
121,2008-04-01,31.889671325683594,32.34292676115422,31.48498014879383,32.05154779643949,6034588
122,2008-04-02,32.407676696777344,33.34656153832859,32.05154758522513,32.05154758522513,6087024
123,2008-04-03,32.148677825927734,32.63430729420626,31.88967500372777,32.48861889284078,3883474
124,2008-04-04,31.986804962158203,32.35912224739426,31.37167511085085,32.35912224739426,5906537
125,2008-04-07,31.857303619384766,32.181056624621135,31.484986346008593,32.03536821138289,4088729
126,2008-04-08,31.047910690307617,31.873481015815262,30.821284101789207,31.808728680018703,5753811
127,2008-04-09,31.12885093688965,31.404039599544504,30.772721849230436,31.145039021890522,3776374
128,2008-04-10,31.743982315063477,31.970608930534162,30.96697614899539,31.080288358935675,7075297
129,2008-04-11,31.889671325683594,32.2134242671954,31.565918384171784,32.05154779643949,4012660
130,2008-04-15,32.37529754638672,32.53717399020686,31.145036134235717,31.695415604106227,6362785
131,2008-04-16,31.9382381439209,32.925685133787844,31.808735639583244,32.69905849568486,4725794
132,2008-04-17,33.16849899291992,33.92931712921867,32.067737614961544,32.423866748099016,14831167
133,2008-04-21,33.70269775390625,34.28545364470563,33.34657073967772,33.67032376838952,7639361
134,2008-04-22,34.253074645996094,34.64158000496502,33.34656799664342,33.670320998723824,8814769
135,2008-04-23,34.28544616699219,34.6901373646181,33.832192903887275,34.317822341038365,5265604
136,2008-04-24,33.07137680053711,34.70632988700594,32.77999997924548,34.641579726228976,8801780
137,2008-04-25,33.3465690612793,33.81601049016534,32.89331352654158,33.67032207369597,4095990
138,2008-04-28,33.4760627746582,34.12356867157374,33.34656247351118,33.37893645100283,4708244
139,2008-04-29,33.94550704956055,34.26926002604651,33.508441848658734,33.670318336901715,6497143
140,2008-04-30,34.17213821411133,34.60920566841675,33.994075809963114,34.28545264910627,6331377
141,2008-05-02,34.47969436645508,35.45095311530282,34.41494202672657,34.69013288380276,5658418
142,2008-05-05,34.31782531738281,35.12720778283142,34.09119647058484,34.93295511288757,7642293
143,2008-05-06,34.02644729614258,34.706329465010405,33.83219681617357,34.04263538503763,5061166
144,2008-05-07,33.54081344604492,34.22069552659936,33.022810037823184,33.99406889827796,4303106
145,2008-05-08,33.1361198425293,33.47606085806547,32.941869401930106,33.28180822187621,3642073
146,2008-05-09,32.941871643066406,33.799816087492424,32.44005412842901,32.69905692910543,8621761
147,2008-05-12,32.941871643066406,33.18468635702738,32.21342530559326,32.941871643066406,4890395
148,2008-05-13,33.038997650146484,33.281812377909276,32.76380894270286,33.08756191305325,5056766
149,2008-05-14,33.08757019042969,33.265634807786135,32.37531391659478,32.37531391659478,2982486
150,2008-05-15,33.103763580322266,33.47607877071805,32.37531909821563,32.37531909821563,2646760
151,2008-05-16,33.36275863647461,33.45988499003408,32.95806732630256,33.34657274054043,4422288
152,2008-05-20,33.29800796508789,33.42751049974946,32.95806683053868,33.02281919566488,3464912
153,2008-05-21,33.50844192504883,33.994071390884876,32.53718299337673,32.53718299337673,3419088
154,2008-05-22,33.0551872253418,33.21706371780181,32.69906025928404,32.69906025928404,3558000
155,2008-05-23,32.50481033325195,33.31419286385767,32.37531000659129,32.86093952495472,4417028
156,2008-05-26,32.261993408203125,32.45624608074385,30.756540684988728,30.756540684988728,2605807
157,2008-05-27,31.290739059448242,32.6666894723827,31.145050631314522,32.310560251975105,3316550
158,2008-05-28,32.44005584716797,32.634306311274386,30.853664981218643,31.40404458957235,4505700
159,2008-05-29,32.974239349365234,33.3465564906466,32.01916876188662,32.77998893249609,11026212
160,2008-05-30,31.922046661376953,33.18468441753269,31.79254636640256,33.0551819269682,4023430
161,2008-06-02,30.562286376953125,32.37530377476377,30.109030929705355,31.727795679325503,4431595
162,2008-06-03,29.429162979125977,30.4327962132839,29.153971981926407,30.109043132150806,6240766
163,2008-06-04,28.522645950317383,29.607217151984518,28.344581366285322,29.299652249887583,5762089
164,2008-06-05,28.474082946777344,28.684523717450972,27.51901202083105,28.49027103615079,9721099
165,2008-06-06,28.166513442993164,29.34821303649916,27.761822252530195,28.32838991917835,6317089
166,2008-06-09,27.778011322021484,28.45789342428882,26.547749620370748,27.8427614756683,6500809
167,2008-06-10,27.583765029907227,27.81039391334674,26.9524470439034,27.519014861320567,6717902
168,2008-06-11,27.7132568359375,28.166510036198062,27.519004209774426,27.842757122986246,2586175
169,2008-06-12,27.907514572143555,28.069391071125516,26.54775241981319,27.357134914722995,3244212
170,2008-06-13,27.729446411132812,28.134137574399137,27.438067456227014,27.858946705142007,4248430
171,2008-06-16,28.700708389282227,29.137773576778145,27.875137885447295,27.97226421453205,4354615
172,2008-06-17,29.55864715576172,29.785273749402904,28.198885398324702,29.105393968479344,4736084
173,2008-06-18,29.52627944946289,30.17378763851415,29.46152928923492,29.46152928923492,5055019
174,2008-06-19,28.89495277404785,29.461520346347427,28.42551151040332,28.9435170261703,4221271
175,2008-06-20,28.23126983642578,29.251093179234697,27.85895473711519,29.13777874261458,3837789
176,2008-06-23,27.24381446838379,28.101761040801414,26.968625798264586,28.004634723751675,4516050
177,2008-06-24,26.402067184448242,27.648517254719476,26.126876224853568,27.243823763013445,5238203
178,2008-06-25,25.673614501953125,26.207805960860938,25.09085878595091,25.90024111495674,3933879
179,2008-06-26,27.13050651550293,28.296018111669987,25.819306518712594,25.819306518712594,18253250
180,2008-06-27,25.932615280151367,26.806749958333622,25.78692689898436,26.223994238075488,6821283
181,2008-06-30,25.41461181640625,26.15924400110596,24.68616771746764,25.916429301459758,4596315
182,2008-07-01,23.617782592773438,25.414611808730694,22.7112739419167,25.414611808730694,6202295
183,2008-07-02,24.653793334960938,24.912796139162914,22.873152075008942,23.633972400679077,5245963
184,2008-07-03,24.00628662109375,24.653792512194475,23.310218666396548,24.44335397582281,4726793
185,2008-07-04,24.330039978027344,24.799481317894855,23.472095536048446,23.633972011560708,4862814
186,2008-07-07,24.864233016967773,25.86786810586373,24.653794463936535,24.653794463936535,5528014
187,2008-07-08,25.592687606811523,26.22400566399685,22.98647271813126,22.98647271813126,8354280
188,2008-07-09,27.37331771850586,27.486629928560614,25.932615399264428,25.932615399264428,6860769
189,2008-07-10,28.57120132446289,28.91114232419933,26.612495750352913,27.373315978544465,7216175
190,2008-07-11,27.211444854736328,29.202524793245072,27.00100410146596,28.84639783443356,6040791
191,2008-07-14,27.227630615234375,28.19889174111552,26.547750681385086,26.547750681385086,5942149
192,2008-07-15,26.094491958618164,26.839124151894556,25.90024151401788,26.547747387199067,3693378
193,2008-07-16,25.382240295410156,26.54775194549265,24.945172877731597,26.094496439087017,6973872
194,2008-07-17,26.677244186401367,26.87149680112663,25.900238118679983,25.900238118679983,5038238
195,2008-07-18,28.166513442993164,28.39314007053438,26.369684118219546,27.162878412408915,5983177
196,2008-07-21,29.75290298461914,29.930967540105744,28.18270035295111,28.652141675168416,8754188
197,2008-07-22,30.966976165771484,31.242164843424213,29.493899871028848,29.75290265838856,12631056
198,2008-07-23,33.15231704711914,33.79982308506821,31.76017862641049,32.34293449968279,12798869
199,2008-07-24,31.986804962158203,33.76744654767921,29.995724794766442,29.995724794766442,10764301
200,2008-07-25,32.05155563354492,33.087567056175786,30.837481806015646,31.64686435770183,10710381
201,2008-07-28,31.792552947998047,32.682873698131175,31.436423769708572,32.051553591564335,5533881
202,2008-07-29,30.513721466064453,31.565918530867695,30.27090675880217,31.080289116343124,5145929
203,2008-07-30,31.792552947998047,32.051553591564335,30.78891776961175,30.78891776961175,7354746
204,2008-07-31,30.675600051879883,32.34292914068854,30.270908845216173,32.34292914068854,6006517
205,2008-08-01,31.565933227539062,31.69543578239435,29.137785024403254,30.18998257909544,4699412
206,2008-08-04,31.760177612304688,32.342933466969534,30.934607001162036,30.934607001162036,4301346
207,2008-08-05,33.1846809387207,33.42749561303554,31.565914247698583,31.889667146785033,9161115
208,2008-08-06,32.34292984008789,34.366385917162624,32.11630319857359,34.366385917162624,8616591
209,2008-08-07,32.261993408203125,32.990437636845115,31.25835825939353,31.25835825939353,4809365
210,2008-08-08,31.711606979370117,32.504801197306875,31.598292578697716,31.889669329583867,4883824
211,2008-08-11,32.00299072265625,32.472432121915396,31.760175978668023,32.11630514808696,2714705
212,2008-08-12,31.452613830566406,32.37531081678368,31.209799065308253,32.213432111020886,5801276
213,2008-08-13,31.582117080688477,31.88968203933614,30.837484625926685,31.08029941363656,2754609
214,2008-08-14,30.8212947845459,31.727801452817577,30.756542426305973,31.404048443980376,2566362
215,2008-08-18,30.465164184570312,31.40404698844603,30.17378736835799,30.756541000782637,2963058
216,2008-08-19,29.898595809936523,30.594663853645084,29.28346381737526,30.416601467294377,2941144
217,2008-08-20,30.238548278808594,30.481363110511055,30.02810744064502,30.109045717879173,3319410
218,2008-08-21,29.91478157043457,30.416599100275352,29.5586524342662,30.109032030134355,4138486
219,2008-08-22,29.607210159301758,30.95078607095149,28.84639212807862,30.95078607095149,4139879
220,2008-08-25,29.930973052978516,30.335664301082012,29.720532286610375,30.335664301082012,2034227
221,2008-08-26,29.979536056518555,30.076662398200963,29.429156381105706,29.62340686887992,1489491
222,2008-08-27,29.380586624145508,30.35184546835625,29.218710150110383,30.141406930346665,4297168
223,2008-08-28,28.943531036376953,29.785287662465898,28.571213705576234,29.46153460729532,7382078
224,2008-08-29,30.14141273498535,30.254727166868133,29.332030208938704,29.46153053486992,2219080
225,2008-09-01,30.125097274780273,30.255578641123016,29.52161597794223,30.076165103234125,3417069
226,2008-09-02,31.707202911376953,31.83768430840062,30.076172175237005,30.337137181508357,5030404
227,2008-09-04,31.03846549987793,31.609325202324403,30.77750062202924,31.348360324475713,2813325
228,2008-09-05,30.353437423706055,30.69595373785217,30.01092110955994,30.663332293753207,3330688
229,2008-09-08,31.951841354370117,33.240352807222074,31.641944318634387,31.968149861747435,8377948
230,2008-09-09,32.06601333618164,32.32697822425854,31.332050832840817,31.951842718551323,3737279
231,2008-09-10,31.788747787475586,32.32698620457377,31.478850662006895,31.902918433290335,3847698
232,2008-09-11,30.94061279296875,31.641954041274126,30.69595856045893,31.641954041274126,2567354
233,2008-09-12,31.250505447387695,32.09864094352455,30.74488629439162,31.152643319029835,6093354
234,2008-09-15,29.276958465576172,30.581780831209887,28.39620381121807,30.108783166112318,6770268
235,2008-09-16,29.847824096679688,30.108789063364934,27.727487337225522,28.135244406351323,4654621
236,2008-09-17,29.081239700317383,30.2718893576326,28.706101900781828,30.2718893576326,4674190
237,2008-09-18,29.01599884033203,29.58685872937852,26.928283559565763,28.70610391443724,6603710
238,2008-09-19,30.777511596679688,30.94061442696649,29.358516088295048,29.70103247434207,9821730
239,2008-09-22,30.10879135131836,32.94678253787055,29.864137091251713,31.641957605291246,4162514
240,2008-09-23,29.749958038330078,30.418679986042456,29.19540893982105,29.749958038330075,6569683
241,2008-09-24,30.434986114501953,30.76119167758221,29.456369425261173,29.84781565851287,5730103
242,2008-09-25,29.489002227783203,30.647032865321005,28.787658669617876,30.51654926248322,10926783
243,2008-09-26,29.01599884033203,29.652101629334183,28.510381851241206,29.652101629334183,4967945
244,2008-09-29,27.939517974853516,29.84781943284899,27.401277400375303,29.84781943284899,7859964
245,2008-09-30,27.988452911376953,29.03231058855033,26.422665289505016,26.422665289505016,6616439
246,2008-10-01,28.918136596679688,29.19541005036956,27.77641469788697,28.347276753395064,3743739
247,2008-10-03,29.325902938842773,29.68472791264641,28.54300786357049,29.06493791375201,4681406
248,2008-10-06,28.722410202026367,29.358510680532053,28.135239678704465,28.999685847329946,5560277
249,2008-10-07,29.66841697692871,30.304519912472383,28.706110527576204,28.706110527576204,9928258
250,2008-10-08,29.4400691986084,29.68472345812588,27.43390294323075,28.6734871794546,9985473
251,2008-10-10,29.26064682006836,29.929368703794815,27.091380590555637,29.325889706069518,9025179
252,2008-10-13,29.847824096679688,30.076167612945397,29.211723511288174,29.40744778935803,6805621
253,2008-10-14,29.13017463684082,30.956927350658216,28.901831100669614,30.010929540486256,5099383
254,2008-10-15,28.885517120361328,29.505306964758912,28.575622198162538,28.967068532109625,5495022
255,2008-10-16,27.77642250061035,28.47776611813834,27.238183953490996,28.47776611813834,6651066
256,2008-10-17,25.688692092895508,28.542990476920735,25.313554406518495,28.347268486492702,5586092
257,2008-10-20,25.9822940826416,27.009843536055353,25.166779696864502,25.786571957389707,7922965
258,2008-10-21,26.194324493408203,27.564387975496718,25.44405094943327,26.243254462966238,8047276
259,2008-10-22,24.759021759033203,26.129085443471748,24.51436745066117,25.933363324108694,5408099
260,2008-10-23,23.55205535888672,24.367569526638107,23.1932282401866,24.139226002112473,6641370
261,2008-10-24,20.502031326293945,23.160606607485583,20.224755626537092,22.83440094293575,9905588
262,2008-10-27,18.919937133789062,20.22476007926083,16.962702715581415,20.1268979159056,12878172
263,2008-10-29,21.415407180786133,22.769159775414835,19.57234388736089,21.52957783365224,13094201
264,2008-10-31,22.78548240661621,23.486826264504376,21.660072741894336,22.540828035492986,8097887
265,2008-11-03,23.486814498901367,24.10660437704294,22.67129812479463,24.073982925678123,4951148
266,2008-11-04,24.51435661315918,24.710080858219193,23.046431411879027,23.16060204464461,4515828
267,2008-11-05,23.61728858947754,25.705005526773594,23.160599472464465,25.705005526773594,6145587
268,2008-11-06,22.834394454956055,24.383873133535193,22.361396818197257,23.16060002682048,4896229
269,2008-11-07,24.61222267150879,25.3461853895192,22.50819444343334,22.671297269657874,8250147
270,2008-11-10,25.166770935058594,25.73763080635782,24.612221788241207,25.37880371665173,3775177
271,2008-11-11,24.873188018798828,25.91704568025978,24.302328118225404,25.280945090636987,8900004
272,2008-11-12,23.829326629638672,25.411424852643385,23.53574244147577,25.411424852643385,5705390
273,2008-11-14,23.747779846191406,24.79163985681889,23.45419560084242,23.617298450974967,4038880
274,2008-11-17,24.72639274597168,25.541909070302143,22.508193918596323,25.541909070302143,5361538
275,2008-11-18,23.388952255249023,24.661153457360758,22.932262999247676,24.661153457360758,6392448
276,2008-11-19,22.81808853149414,24.220773091883853,22.524502156218134,23.48681047202889,5606729
277,2008-11-20,22.57343864440918,22.997504247249186,21.61113014445618,22.834401411626477,5080395
278,2008-11-21,24.008747100830078,24.75902072425904,21.855788392246822,22.426648421256484,8350092
279,2008-11-24,24.61222267150879,25.00366901200294,23.388951474824765,24.726393322531763,5420119
280,2008-11-25,24.008747100830078,25.166777887837373,23.813024989646998,24.873193614950655,5453771
281,2008-11-26,24.54698371887207,24.92211936082016,23.568366692339154,24.269708009798215,5246053
282,2008-11-27,24.54698371887207,24.54698371887207,24.54698371887207,24.54698371887207,0
283,2008-11-28,24.155529022216797,24.628528901721566,23.1932229655634,23.813014919435084,8464961
284,2008-12-01,23.959815979003906,25.57453382702394,23.861953821985463,24.628538137701845,5733003
285,2008-12-02,23.747779846191406,24.008744848848277,22.9975062931369,23.780401301107513,5879324
286,2008-12-03,24.46543312072754,24.775328080414138,23.242161796524748,23.976124591046425,6430656
287,2008-12-04,25.6397705078125,25.77025410078784,21.692681087279826,21.692681087279826,4648185
288,2008-12-05,25.329875946044922,26.5531472046217,24.481740321875513,24.481740321875513,5338962
289,2008-12-08,25.395112991333008,26.226937770182214,24.302325484567028,26.014905000693975,11709287
290,2008-12-10,24.98735237121582,26.585761017129514,24.628527565807296,26.585761017129514,11172070
291,2008-12-11,24.710086822509766,25.427738873911125,24.31863823790553,25.427738873911125,9867592
292,2008-12-12,23.943500518798828,24.220776206848573,23.421570592666484,24.10660334418723,9847702
293,2008-12-15,24.334943771362305,24.873184354223717,24.139221733050007,24.759011506040682,5741641
294,2008-12-16,25.264629364013672,25.57452423482014,23.16060152005642,24.465426103863336,9183505
295,2008-12-17,25.232013702392578,25.933357215183452,24.56329164125663,25.933357215183452,8720755
296,2008-12-18,25.9822940826416,26.259569858695553,24.661160335237835,24.661160335237835,12640018
297,2008-12-19,27.238178253173828,27.564383901275658,25.949666385616318,26.748869781021078,10050607
298,2008-12-22,27.25448989868164,27.482833417621652,26.308492159896304,26.308492159896304,6524631
299,2008-12-23,26.6999454498291,27.515459809648615,26.50422333080699,27.07508338268065,5151765
300,2008-12-24,26.243255615234375,27.058769891834967,22.018889892664067,22.018889892664067,13318746
301,2008-12-26,26.292177200317383,27.67855102831578,25.607146753816895,27.67855102831578,5480531
302,2008-12-29,26.84673500061035,27.05876781133405,25.770255795821345,26.585770009718487,3418418
303,2008-12-30,26.797800064086914,27.238178579184684,25.802872383023416,26.781489339041872,4868199
304,2008-12-31,27.124004364013672,27.531761408695456,26.520525265218755,27.531761408695456,4396180
305,2009-01-02,27.515457153320312,27.972146478065255,26.993529340757043,27.972146478065255,3976548
306,2009-01-05,26.895660400390625,27.972139422342227,26.553144046284636,27.972139422342227,4505326
